Datum;Zeit;PLU;Name;Kategorie
22.03.25;21:50:56;0;Malins Ass;1
22.03.25;21:54:11;0;All in with Tommy;0
22.03.25;22:05:21;0;Tommys Booster;1
22.03.25;22:06:09;0;Casino Night;0
22.03.25;22:06:52;0;All in with Tommy;0
22.03.25;22:13:58;0;All in with Tommy;0
22.03.25;22:16:09;0;Tommys Booster;1
22.03.25;22:16:26;0;Tommys Booster;1
22.03.25;22:17:51;0;Tommys Booster;1
22.03.25;22:20:26;0;All in with Tommy;0
22.03.25;22:29:43;0;Malin Tai;0
22.03.25;22:48:10;0;All in with Tommy;0
22.03.25;22:52:13;0;Casino Night;0
22.03.25;22:53:42;0;High Sunrise;1
22.03.25;22:58:15;0;Showmaster;0
22.03.25;23:17:23;0;Showmaster;0
22.03.25;23:20:54;0;Tropic Jackpot;1
22.03.25;23:22:18;0;All in with Tommy;0
22.03.25;23:22:36;0;Malin Tai;0
22.03.25;23:23:17;0;Tommys Booster;1
22.03.25;23:23:29;0;Tommys Booster;1
22.03.25;23:25:42;0;Showmaster;0
22.03.25;23:25:49;0;Showmaster;0
22.03.25;23:26:09;0;Orange 100 ml;4
22.03.25;23:27:26;0;Showmaster;0
22.03.25;23:28:11;0;Casino Night;0
22.03.25;23:28:41;0;All in with Tommy;0
22.03.25;23:29:10;0;Malins Ass;1
22.03.25;23:29:22;0;Malins Ass;1
22.03.25;23:32:13;0;Showmaster;0
22.03.25;23:42:17;0;Casino Night;0
22.03.25;23:43:52;0;Casino Night;0
23.03.25;00:02:18;0;Showmaster;0
23.03.25;00:03:34;0;Malins Ass;1
23.03.25;00:04:20;0;All in with Tommy;0
23.03.25;00:08:54;0;Showmaster;0
23.03.25;00:14:57;0;Tropic Jackpot;1
23.03.25;00:25:23;0;All in with Tommy;0
23.03.25;00:27:06;0;All in with Tommy;0
23.03.25;00:34:58;0;All in with Tommy;0
23.03.25;00:36:15;0;High Sunrise;1
23.03.25;00:37:44;0;Tommys Booster;1
23.03.25;00:37:54;0;Tommys Booster;1
23.03.25;00:51:37;0;Showmaster;0
23.03.25;01:01:43;0;Casino Night;0
23.03.25;01:04:02;0;All in with Tommy;0
23.03.25;01:04:48;0;Showmaster;0
23.03.25;01:05:01;0;All in with Tommy;0
23.03.25;01:05:19;0;Casino Night;0
23.03.25;01:07:54;0;Tommys Booster;1
23.03.25;01:10:57;0;Malin Tai;0
23.03.25;01:16:24;0;Tommys Booster;1
23.03.25;01:16:36;0;Tommys Booster;1
