Datum;Zeit;PLU;Name;Kategorie
09.04.25;15:59:17;0;Touchdown - 0,2;0
09.04.25;15:59:34;0;Planters Punch - 0,2;0
09.04.25;16:00:07;0;Touchdown - 0,2;0
09.04.25;16:00:27;0;Mai Tai - 0,2;0
09.04.25;16:02:57;0;Tequila Sunrise - 0,2;0
09.04.25;16:06:00;0;Planters Punch - 0,2;0
09.04.25;16:06:15;0;Mai Tai - 0,2;0
09.04.25;16:06:39;0;Sex on the Beach - 0,2;0
09.04.25;16:07:10;0;Sex on the Beach - 0,2;0
09.04.25;16:09:15;0;Touchdown - 0,2;0
09.04.25;16:09:34;0;Planters Punch - 0,2;0
09.04.25;16:09:48;0;Mai Tai - 0,2;0
09.04.25;16:10:11;0;Mai Tai - 0,2;0
09.04.25;16:10:30;0;Planters Punch - 0,2;0
09.04.25;16:10:59;0;Touchdown - 0,2;0
09.04.25;16:11:25;0;Touchdown - 0,2;0
09.04.25;16:12:08;0;Planters Punch - 0,2;0
09.04.25;16:12:26;0;Tequila Sunrise - 0,2;0
09.04.25;16:12:47;0;Planters Punch - 0,2;0
09.04.25;16:13:28;0;Touchdown - 0,2;0
09.04.25;16:16:58;0;Sex on the Beach - 0,2;0
09.04.25;16:17:17;0;Mai Tai - 0,2;0
09.04.25;16:18:16;0;Mai Tai - 0,2;0
09.04.25;16:19:19;0;Planters Punch - 0,2;0
09.04.25;16:19:36;0;Touchdown - 0,2;0
09.04.25;16:20:00;0;Planters Punch - 0,2;0
09.04.25;16:20:26;0;Mai Tai - 0,2;0
09.04.25;16:20:44;0;Touchdown - 0,2;0
09.04.25;16:21:05;0;Iceman - 0,2;0
09.04.25;16:22:24;0;Bora Bora - 0,2;1
09.04.25;16:22:42;0;Iceman - 0,2;0
09.04.25;16:22:58;0;Iceman - 0,2;0
09.04.25;16:23:27;0;Planters Punch - 0,2;0
09.04.25;16:24:01;0;Touchdown - 0,2;0
09.04.25;16:24:17;0;Mai Tai - 0,2;0
09.04.25;16:24:31;0;Planters Punch - 0,2;0
09.04.25;16:24:48;0;Sex on the Beach - 0,2;0
09.04.25;16:25:07;0;Carribean Night - 0,2;0
09.04.25;16:25:51;0;Touchdown - 0,2;0
09.04.25;16:26:39;0;Tequila Sunrise - 0,2;0
09.04.25;16:27:26;0;Touchdown - 0,2;0
09.04.25;16:27:52;0;Mai Tai - 0,2;0
09.04.25;16:28:31;0;Sex on the Beach - 0,2;0
09.04.25;16:28:46;0;Tropic Star - 0,2;1
09.04.25;16:29:03;0;Bora Bora - 0,2;1
09.04.25;16:29:34;0;Mai Tai - 0,2;0
09.04.25;16:30:01;0;Planters Punch - 0,2;0
09.04.25;16:30:23;0;Mai Tai - 0,2;0
09.04.25;16:30:43;0;Iceman - 0,2;0
09.04.25;16:31:18;0;Mai Tai - 0,2;0
09.04.25;16:31:35;0;Planters Wonder - 0,2;1
09.04.25;16:32:00;0;Mai Tai - 0,2;0
09.04.25;16:32:27;0;Mai Tai - 0,2;0
09.04.25;16:32:42;0;Mai Tai - 0,2;0
09.04.25;16:33:32;0;Planters Punch - 0,2;0
09.04.25;16:33:50;0;Tequila Sunrise - 0,2;0
09.04.25;16:34:17;0;Tropic Star - 0,2;1
09.04.25;16:36:41;0;Touchdown - 0,2;0
09.04.25;16:37:51;0;Touchdown - 0,2;0
