Datum;Zeit;PLU;Name;Kategorie
07.04.25;15:32:14;0;Carribean Night - 0,2;0
07.04.25;15:32:45;0;Planters Punch - 0,2;0
07.04.25;15:33:08;0;Planters Punch - 0,2;0
07.04.25;15:39:46;0;Til;0
07.04.25;15:53:38;0;Tequila Sunrise - 0,2;0
07.04.25;15:54:30;0;Touchdown - 0,2;0
08.04.25;08:24:05;0;Planters Wonder - 0,2;1
08.04.25;08:27:08;0;Tropic Star - 0,2;1
08.04.25;08:27:41;0;Bora Bora - 0,2;1
08.04.25;08:41:49;0;Planters Wonder - 0,2;1
08.04.25;09:03:01;0;Planters Wonder - 0,2;1
08.04.25;09:07:52;0;Planters Wonder - 0,2;1
08.04.25;09:09:19;0;Planters Wonder - 0,2;1
08.04.25;09:16:25;0;Exotic Dream - 0,2;1
08.04.25;09:32:38;0;Bora Bora - 0,2;1
08.04.25;09:32:59;0;Planters Wonder - 0,2;1
08.04.25;09:33:16;0;Tequila Sunrise - 0,2;0
08.04.25;09:34:00;0;Exotic Dream - 0,2;1
08.04.25;09:34:22;0;Caddys Dream - 0,2;1
08.04.25;09:34:47;0;Tropic Star - 0,2;1
08.04.25;09:44:08;0;Tropic Star - 0,2;1
08.04.25;09:44:32;0;Tropic Star - 0,2;1
08.04.25;10:00:32;0;Tropic Star - 0,2;1
08.04.25;10:00:56;0;Exotic Dream - 0,2;1
08.04.25;10:09:03;0;Bora Bora - 0,2;1
08.04.25;10:26:08;0;Carribean Night - 0,2;0
08.04.25;10:26:28;0;Sex on the Beach - 0,2;0
08.04.25;10:26:54;0;Mai Tai - 0,2;0
08.04.25;10:27:17;0;Morning Sunrise - 0,2;1
08.04.25;10:27:41;0;Exotic Dream - 0,2;1
08.04.25;10:28:11;0;Bora Bora - 0,2;1
08.04.25;10:28:29;0;Tropic Star - 0,2;1
08.04.25;10:29:41;0;Morning Sunrise - 0,2;1
08.04.25;10:34:21;0;Sex on the Beach - 0,2;0
08.04.25;10:38:51;0;Planters Punch - 0,2;0
08.04.25;10:46:38;0;Touchdown - 0,2;0
08.04.25;10:46:55;0;Touchdown - 0,2;0
08.04.25;10:48:19;0;Planters Wonder - 0,2;1
08.04.25;10:49:07;0;Planters Wonder - 0,2;1
08.04.25;10:52:04;0;Bora Bora - 0,2;1
08.04.25;10:52:26;0;Tropic Star - 0,2;1
08.04.25;10:53:18;0;Tropic Star - 0,2;1
08.04.25;10:53:43;0;Caddys Dream - 0,2;1
08.04.25;10:54:16;0;Tequila Sunrise - 0,2;0
08.04.25;10:55:35;0;Planters Wonder - 0,2;1
08.04.25;10:56:29;0;Tropic Star - 0,2;1
08.04.25;11:01:53;0;Touchdown - 0,2;0
08.04.25;11:17:16;0;Mai Tai - 0,2;0
08.04.25;11:17:51;0;Mai Tai - 0,2;0
08.04.25;11:24:34;0;Planters Punch - 0,2;0
08.04.25;11:38:24;0;Planters Wonder - 0,2;1
08.04.25;11:39:01;0;Tequila Sunrise - 0,2;0
08.04.25;11:39:25;0;Sex on the Beach - 0,2;0
08.04.25;11:39:56;0;Touchdown - 0,2;0
08.04.25;11:52:47;0;Planters Wonder - 0,2;1
08.04.25;11:55:38;0;Planters Wonder - 0,2;1
08.04.25;11:58:00;0;Touchdown - 0,2;0
08.04.25;11:58:29;0;Tequila Sunrise - 0,2;0
08.04.25;12:04:20;0;Exotic Dream - 0,2;1
08.04.25;12:08:42;0;Planters Wonder - 0,2;1
08.04.25;12:17:52;0;Sex on the Beach - 0,2;0
08.04.25;12:18:14;0;Tequila Sunrise - 0,2;0
08.04.25;12:19:36;0;Planters Punch - 0,2;0
08.04.25;12:20:03;0;Mai Tai - 0,2;0
