Datum;Zeit;PLU;Name;Kategorie
02.04.25;11:42:33;0;Wasser 200ml;5
02.04.25;11:57:03;0;Aperol Spritz;5
03.04.25;11:25:56;0;Aperol Spritz;5
03.04.25;11:30:09;0;Wodka 2cl;3
03.04.25;13:26:47;0;Touch Down;0
03.04.25;13:27:14;0;Touch Down;0
03.04.25;13:27:39;0;Touch Down;0
03.04.25;13:28:30;0;Sex on the Beach;0
03.04.25;13:28:48;0;Sex on the Beach;0
03.04.25;13:29:05;0;Sex on the Beach;0
03.04.25;13:30:48;0;Touch Down;0
03.04.25;13:35:48;0;Touch Down;0
04.04.25;06:57:03;0;Sex on the Beach;0
04.04.25;07:03:07;0;Sex on the Beach;0
04.04.25;07:05:16;0;Touch Down;0
04.04.25;07:08:11;0;Touch Down;0
04.04.25;11:11:03;0;Orange 100 ml;4
04.04.25;11:11:40;0;Maracuja 100 ml;4
04.04.25;11:41:10;0;Bora Bora;1
04.04.25;11:41:32;0;Bora Bora;1
04.04.25;11:41:52;0;Bora Bora;1
04.04.25;11:44:51;0;Mai Tai;0
04.04.25;11:45:24;0;Mai Tai;0
04.04.25;11:45:44;0;Mai Tai;0
04.04.25;11:51:38;0;Tequila Sunrise;0
04.04.25;11:52:09;0;Tequila Sunrise;0
04.04.25;11:52:51;0;Tequila Sunrise;0
04.04.25;11:58:32;0;Tequila Sunrise;0
04.04.25;12:02:04;0;Tequila Sunrise;0
04.04.25;12:02:35;0;Tequila Sunrise;0
04.04.25;12:03:00;0;Tequila Sunrise;0
04.04.25;12:03:58;0;Tequila Sunrise;0
04.04.25;12:04:27;0;Tequila Sunrise;0
