Datum;Zeit;PLU;Name;Kategorie
22.05.25;14:24:28;0;Mai Tai;0
22.05.25;14:25:40;0;Tequila Sunrise;0
22.05.25;14:26:49;0;Morning Sunrise;1
22.05.25;14:27:22;0;Planters Wonder;1
22.05.25;14:28:13;0;Tequila Sunrise;0
22.05.25;14:34:18;0;Tequila Sunrise;0
22.05.25;14:47:54;0;Planters Punch;0
22.05.25;15:03:43;0;Tequila Sunrise;0
22.05.25;15:04:44;0;Tequila 2cl;3
26.05.25;07:51:21;0;Planters Wonder - 0,2;1
26.05.25;08:11:18;0;Tropic Star - 0,2;1
26.05.25;08:11:26;0;Exotic Dream - 0,2;1
26.05.25;08:11:34;0;Tropic Star - 0,2;1
26.05.25;08:11:41;0;Tropic Star - 0,2;1
26.05.25;08:11:50;0;Tropic Star - 0,2;1
26.05.25;08:12:22;0;Tropic Star - 0,2;1
26.05.25;08:12:29;0;Tropic Star - 0,2;1
26.05.25;08:12:38;0;Tropic Star - 0,2;1
26.05.25;08:14:55;0;Tropic Star - 0,2;1
26.05.25;08:15:01;0;Tropic Star - 0,2;1
26.05.25;08:15:08;0;Tropic Star - 0,2;1
26.05.25;08:15:15;0;Tropic Star - 0,2;1
26.05.25;08:15:22;0;Tropic Star - 0,2;1
26.05.25;08:19:49;0;Planters Punch - 0,2;0
26.05.25;09:49:15;0;Tropic Star - 0,2;1
26.05.25;10:07:39;0;Tropic Star - 0,2;1
26.05.25;10:08:22;0;Planters Wonder - 0,2;1
26.05.25;10:09:22;0;Planters Wonder - 0,2;1
26.05.25;10:09:38;0;Exotic Dream - 0,2;1
26.05.25;10:09:55;0;Tropic Star - 0,2;1
26.05.25;10:10:11;0;Tropic Star - 0,2;1
26.05.25;10:10:42;0;Tropic Star - 0,2;1
26.05.25;10:23:41;0;Tropic Star - 0,2;1
26.05.25;10:29:40;0;Morning Sunrise - 0,2;1
26.05.25;10:34:20;0;Tropic Star - 0,2;1
26.05.25;11:01:47;0;Tropic Star - 0,2;1
26.05.25;11:12:34;0;Tropic Star - 0,2;1
26.05.25;11:13:05;0;Tropic Star - 0,2;1
26.05.25;11:13:43;0;Tropic Star - 0,2;1
26.05.25;11:16:10;0;Tropic Star - 0,2;1
26.05.25;11:27:59;0;Morning Sunrise;1
26.05.25;11:36:09;0;Tropic Star - 0,2;1
26.05.25;11:36:34;0;Morning Sunrise - 0,2;1
26.05.25;11:48:23;0;Tropic Star - 0,2;1
26.05.25;11:52:17;0;Tropic Star - 0,2;1
26.05.25;12:00:36;0;Planters Wonder;1
26.05.25;12:07:13;0;Tropic Star - 0,2;1
26.05.25;12:17:15;0;Tropic Star - 0,2;1
26.05.25;12:17:25;0;Tropic Star - 0,2;1
26.05.25;12:23:01;0;Planters Wonder - 0,2;1
26.05.25;12:24:19;0;Tropic Star - 0,2;1
26.05.25;12:24:40;0;Planters Wonder - 0,2;1
26.05.25;12:28:46;0;Tequila Sunrise - 0,2;0
26.05.25;12:31:43;0;Exotic Dream - 0,2;1
26.05.25;12:32:25;0;Planters Wonder - 0,2;1
26.05.25;12:36:21;0;Tropic Star - 0,2;1
26.05.25;12:36:53;0;Planters Wonder - 0,2;1
26.05.25;12:42:25;0;Tropic Star - 0,2;1
26.05.25;12:42:58;0;Tropic Star - 0,2;1
26.05.25;12:44:52;0;Tropic Star - 0,2;1
26.05.25;12:45:29;0;Planters Punch - 0,2;0
26.05.25;12:46:52;0;Tropic Star - 0,2;1
26.05.25;12:48:04;0;Mai Tai - 0,2;0
26.05.25;13:00:03;0;Caddys Dream - 0,2;1
26.05.25;13:00:12;0;Morning Sunrise - 0,2;1
26.05.25;13:00:36;0;Tropic Star - 0,2;1
26.05.25;13:01:07;0;Wodka 2cl;3
26.05.25;13:16:25;0;Tropic Star - 0,2;1
26.05.25;13:16:35;0;Tropic Star - 0,2;1
26.05.25;13:19:20;0;Morning Sunrise - 0,2;1
26.05.25;13:19:45;0;Tropic Star - 0,2;1
26.05.25;13:19:53;0;Planters Wonder - 0,2;1
26.05.25;13:21:16;0;Exotic Dream - 0,2;1
26.05.25;13:21:47;0;Tropic Star - 0,2;1
26.05.25;13:27:56;0;Planters Punch - 0,2;0
26.05.25;13:28:28;0;Carribean Night - 0,2;0
26.05.25;13:30:23;0;Carribean Night - 0,2;0
26.05.25;13:37:33;0;Tropic Star - 0,2;1
26.05.25;13:39:17;0;Morning Sunrise - 0,2;1
26.05.25;13:45:23;0;Tropic Star - 0,2;1
26.05.25;13:50:07;0;Touchdown - 0,2;0
26.05.25;13:50:23;0;Planters Punch - 0,2;0
26.05.25;13:51:50;0;Tropic Star - 0,2;1
26.05.25;13:52:35;0;Planters Wonder - 0,2;1
26.05.25;13:53:09;0;Planters Punch - 0,2;0
26.05.25;14:04:42;0;Tropic Star - 0,2;1
26.05.25;14:04:58;0;Caddys Dream - 0,2;1
26.05.25;14:05:09;0;Morning Sunrise - 0,2;1
26.05.25;14:09:32;0;Planters Punch - 0,2;0
26.05.25;14:13:54;0;Bora Bora;1
26.05.25;14:23:46;0;Tropic Star - 0,2;1
26.05.25;14:24:18;0;Planters Punch - 0,2;0
26.05.25;14:36:45;0;Tropic Star - 0,2;1
26.05.25;14:36:54;0;Tropic Star - 0,2;1
26.05.25;14:37:27;0;Planters Wonder - 0,2;1
26.05.25;14:38:38;0;Tropic Star - 0,2;1
26.05.25;14:38:46;0;Tropic Star - 0,2;1
26.05.25;14:39:11;0;Exotic Dream - 0,2;1
26.05.25;14:42:58;0;Exotic Dream - 0,2;1
26.05.25;14:43:20;0;Exotic Dream - 0,2;1
26.05.25;14:44:58;0;Tropic Star - 0,2;1
26.05.25;14:45:46;0;Planters Punch - 0,2;0
26.05.25;15:00:02;0;Exotic Dream;1
26.05.25;15:09:50;0;Exotic Dream - 0,2;1
26.05.25;15:10:07;0;Exotic Dream - 0,2;1
26.05.25;15:13:45;0;Tequila Sunrise - 0,2;0
26.05.25;15:14:06;0;Touchdown - 0,2;0
26.05.25;15:23:24;0;Tropic Star - 0,2;1
26.05.25;15:23:32;0;Tropic Star - 0,2;1
26.05.25;15:28:08;0;Tropic Star - 0,2;1
26.05.25;15:28:42;0;Tropic Star - 0,2;1
26.05.25;15:49:04;0;Tropic Star - 0,2;1
26.05.25;15:49:21;0;Tropic Star - 0,2;1
26.05.25;15:49:37;0;Tropic Star - 0,2;1
26.05.25;15:50:34;0;Tropic Star - 0,2;1
26.05.25;15:52:58;0;Exotic Dream - 0,2;1
26.05.25;15:54:58;0;Planters Punch - 0,2;0
26.05.25;15:55:06;0;Mai Tai - 0,2;0
26.05.25;15:55:36;0;Mai Tai - 0,2;0
26.05.25;15:56:40;0;Planters Punch - 0,2;0
26.05.25;16:13:30;0;Planters Punch - 0,2;0
26.05.25;16:14:01;0;Tropic Star - 0,2;1
26.05.25;16:25:37;0;Tropic Star - 0,2;1
26.05.25;16:25:48;0;Planters Wonder - 0,2;1
26.05.25;16:38:44;0;Planters Punch - 0,2;0
26.05.25;16:39:19;0;Carribean Night - 0,2;0
